UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
372612	paperref:254171	paperref:254168	|	exists=EXIST:P=0.0,1.0
377930	paperref:254872	paperref:255827	|	exists=NOTEXIST:P=1.0,0.0
363345	paperref:258102	paperref:258108	|	exists=EXIST:P=0.0,1.0
342566	paperref:256218	paperref:257816	|	exists=NOTEXIST:P=1.0,0.0
342973	paperref:258743	paperref:253958	|	exists=NOTEXIST:P=1.0,0.0
371174	paperref:257903	paperref:258915	|	exists=NOTEXIST:P=1.0,0.0
340752	paperref:255059	paperref:253767	|	exists=NOTEXIST:P=1.0,0.0
338823	paperref:257223	paperref:257892	|	exists=NOTEXIST:P=1.0,0.0
378717	paperref:253591	paperref:253592	|	exists=EXIST:P=0.0,1.0
342783	paperref:253897	paperref:256036	|	exists=NOTEXIST:P=1.0,0.0
363820	paperref:253776	paperref:254102	|
360959	paperref:253552	paperref:257046	|	exists=NOTEXIST:P=1.0,0.0
337099	paperref:254836	paperref:257184	|	exists=NOTEXIST:P=1.0,0.0
362011	paperref:254567	paperref:254514	|	exists=NOTEXIST:P=1.0,0.0
363949	paperref:257853	paperref:253845	|	exists=NOTEXIST:P=1.0,0.0
343956	paperref:258953	paperref:258570	|	exists=NOTEXIST:P=1.0,0.0
368848	paperref:255904	paperref:257176	|
350534	paperref:257588	paperref:254776	|	exists=NOTEXIST:P=1.0,0.0
364743	paperref:254523	paperref:258465	|	exists=NOTEXIST:P=1.0,0.0
362644	paperref:257257	paperref:258145	|	exists=NOTEXIST:P=1.0,0.0
376352	paperref:253483	paperref:258293	|	exists=NOTEXIST:P=1.0,0.0
376998	paperref:253372	paperref:258292	|
348762	paperref:255616	paperref:256186	|	exists=NOTEXIST:P=1.0,0.0
366054	paperref:254177	paperref:255678	|	exists=NOTEXIST:P=1.0,0.0
337271	paperref:253959	paperref:257220	|	exists=NOTEXIST:P=1.0,0.0
363817	paperref:255455	paperref:253776	|
364294	paperref:257007	paperref:255883	|
362323	paperref:254752	paperref:253995	|	exists=NOTEXIST:P=1.0,0.0
346269	paperref:256750	paperref:257180	|	exists=NOTEXIST:P=1.0,0.0
347246	paperref:254588	paperref:254589	|	exists=EXIST:P=0.0,1.0
336756	paperref:254834	paperref:254838	|	exists=EXIST:P=0.0,1.0
361279	paperref:253991	paperref:256039	|	exists=NOTEXIST:P=1.0,0.0
356315	paperref:253995	paperref:254483	|	exists=NOTEXIST:P=1.0,0.0
349210	paperref:255047	paperref:253909	|
373356	paperref:253845	paperref:258228	|	exists=NOTEXIST:P=1.0,0.0
348390	paperref:257130	paperref:257315	|	exists=NOTEXIST:P=1.0,0.0
340843	paperref:257942	paperref:258416	|
353484	paperref:257185	paperref:258327	|	exists=NOTEXIST:P=1.0,0.0
377234	paperref:258993	paperref:258991	|	exists=EXIST:P=0.0,1.0
344454	paperref:258201	paperref:258769	|
356621	paperref:257175	paperref:254484	|	exists=NOTEXIST:P=1.0,0.0
364869	paperref:255788	paperref:255061	|
344505	paperref:258950	paperref:254306	|	exists=NOTEXIST:P=1.0,0.0
336210	paperref:255331	paperref:257221	|
348493	paperref:256145	paperref:255552	|	exists=NOTEXIST:P=1.0,0.0
351915	paperref:253949	paperref:257010	|
338048	paperref:254838	paperref:257186	|	exists=NOTEXIST:P=1.0,0.0
332745	paperref:255456	paperref:254988	|	exists=NOTEXIST:P=1.0,0.0
343501	paperref:257250	paperref:258618	|	exists=NOTEXIST:P=1.0,0.0
334402	paperref:254893	paperref:253952	|	exists=NOTEXIST:P=1.0,0.0
342133	paperref:253894	paperref:253891	|	exists=EXIST:P=0.0,1.0
349421	paperref:255729	paperref:254535	|	exists=NOTEXIST:P=1.0,0.0
366790	paperref:254750	paperref:254290	|
363499	paperref:255530	paperref:256588	|	exists=NOTEXIST:P=1.0,0.0
350070	paperref:256202	paperref:256199	|
340642	paperref:253801	paperref:258153	|	exists=NOTEXIST:P=1.0,0.0
351306	paperref:257722	paperref:257180	|	exists=NOTEXIST:P=1.0,0.0
351697	paperref:258801	paperref:257603	|	exists=NOTEXIST:P=1.0,0.0
354776	paperref:256898	paperref:257739	|	exists=NOTEXIST:P=1.0,0.0
362256	paperref:254823	paperref:254821	|
349436	paperref:255729	paperref:257206	|	exists=NOTEXIST:P=1.0,0.0
333352	paperref:254015	paperref:258965	|	exists=NOTEXIST:P=1.0,0.0
356024	paperref:258561	paperref:254547	|	exists=NOTEXIST:P=1.0,0.0
333137	paperref:257195	paperref:257593	|	exists=NOTEXIST:P=1.0,0.0
378450	paperref:256843	paperref:256840	|	exists=EXIST:P=0.0,1.0
372462	paperref:253369	paperref:258292	|	exists=NOTEXIST:P=1.0,0.0
336101	paperref:253947	paperref:257599	|	exists=NOTEXIST:P=1.0,0.0
338625	paperref:254839	paperref:256849	|
359393	paperref:257252	paperref:256038	|	exists=NOTEXIST:P=1.0,0.0
375840	paperref:255263	paperref:255264	|
357023	paperref:255792	paperref:256261	|	exists=NOTEXIST:P=1.0,0.0
349738	paperref:258051	paperref:258853	|
369440	paperref:253793	paperref:254890	|	exists=NOTEXIST:P=1.0,0.0
362512	paperref:257256	paperref:257893	|	exists=NOTEXIST:P=1.0,0.0
352055	paperref:254700	paperref:257007	|	exists=NOTEXIST:P=1.0,0.0
368664	paperref:256841	paperref:257177	|
362060	paperref:254567	paperref:254169	|	exists=NOTEXIST:P=1.0,0.0
337355	paperref:254600	paperref:255642	|	exists=NOTEXIST:P=1.0,0.0
343095	paperref:253828	paperref:253958	|	exists=NOTEXIST:P=1.0,0.0
373925	paperref:257219	paperref:257189	|
339918	paperref:253804	paperref:253802	|	exists=EXIST:P=0.0,1.0
334957	paperref:256145	paperref:253953	|	exists=NOTEXIST:P=1.0,0.0
360013	paperref:256592	paperref:254939	|	exists=NOTEXIST:P=1.0,0.0
345549	paperref:254844	paperref:253657	|	exists=NOTEXIST:P=1.0,0.0
369407	paperref:257912	paperref:256472	|
368301	paperref:255458	paperref:255903	|	exists=NOTEXIST:P=1.0,0.0
358835	paperref:258548	paperref:255869	|
356244	paperref:253913	paperref:253665	|	exists=NOTEXIST:P=1.0,0.0
357148	paperref:253827	paperref:255528	|
352535	paperref:258545	paperref:257543	|	exists=NOTEXIST:P=1.0,0.0
371610	paperref:256034	paperref:257199	|
348159	paperref:257942	paperref:257191	|	exists=NOTEXIST:P=1.0,0.0
353676	paperref:253980	paperref:254153	|	exists=NOTEXIST:P=1.0,0.0
369794	paperref:257182	paperref:257189	|
366465	paperref:254883	paperref:257177	|	exists=NOTEXIST:P=1.0,0.0
374584	paperref:257538	paperref:257197	|	exists=NOTEXIST:P=1.0,0.0
350207	paperref:255099	paperref:255375	|
333039	paperref:253954	paperref:253959	|
344495	paperref:256680	paperref:258950	|	exists=NOTEXIST:P=1.0,0.0
378581	paperref:254756	paperref:254872	|	exists=NOTEXIST:P=1.0,0.0
356517	paperref:253452	paperref:258852	|	exists=NOTEXIST:P=1.0,0.0
355741	paperref:254485	paperref:253891	|	exists=NOTEXIST:P=1.0,0.0
343736	paperref:253979	paperref:254153	|	exists=NOTEXIST:P=1.0,0.0
337447	paperref:258222	paperref:256365	|	exists=NOTEXIST:P=1.0,0.0
342836	paperref:253897	paperref:257255	|	exists=NOTEXIST:P=1.0,0.0
344765	paperref:258937	paperref:256075	|
345019	paperref:256076	paperref:258796	|
354577	paperref:256897	paperref:257741	|	exists=NOTEXIST:P=1.0,0.0
352094	paperref:253891	paperref:255367	|
368741	paperref:257176	paperref:257610	|	exists=NOTEXIST:P=1.0,0.0
334146	paperref:255660	paperref:257442	|
356132	paperref:254486	paperref:257190	|	exists=NOTEXIST:P=1.0,0.0
348595	paperref:256650	paperref:255617	|
333712	paperref:253955	paperref:258141	|	exists=NOTEXIST:P=1.0,0.0
358298	paperref:257012	paperref:254980	|	exists=NOTEXIST:P=1.0,0.0
364847	paperref:255457	paperref:254268	|
350091	paperref:255104	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
349147	paperref:255484	paperref:254644	|	exists=NOTEXIST:P=1.0,0.0
362636	paperref:255170	paperref:256585	|	exists=NOTEXIST:P=1.0,0.0
364445	paperref:257204	paperref:258464	|
375281	paperref:254886	paperref:257212	|	exists=NOTEXIST:P=1.0,0.0
368571	paperref:253351	paperref:257784	|	exists=NOTEXIST:P=1.0,0.0
335866	paperref:253951	paperref:256595	|
378541	paperref:257323	paperref:257325	|
346872	paperref:256867	paperref:254962	|	exists=NOTEXIST:P=1.0,0.0
344578	paperref:258950	paperref:256595	|	exists=NOTEXIST:P=1.0,0.0
339575	paperref:255056	paperref:255050	|	exists=NOTEXIST:P=1.0,0.0
368830	paperref:257176	paperref:257893	|	exists=NOTEXIST:P=1.0,0.0
337302	paperref:255352	paperref:254600	|	exists=NOTEXIST:P=1.0,0.0
353045	paperref:253931	paperref:253576	|	exists=NOTEXIST:P=1.0,0.0
355277	paperref:254407	paperref:257016	|	exists=NOTEXIST:P=1.0,0.0
341794	paperref:258526	paperref:258525	|	exists=EXIST:P=0.0,1.0
374087	paperref:255972	paperref:258002	|	exists=NOTEXIST:P=1.0,0.0
350388	paperref:258050	paperref:258853	|
336534	paperref:253960	paperref:257605	|	exists=NOTEXIST:P=1.0,0.0
349780	paperref:258977	paperref:254477	|	exists=NOTEXIST:P=1.0,0.0
352619	paperref:255582	paperref:255581	|	exists=EXIST:P=0.0,1.0
369880	paperref:256475	paperref:256470	|	exists=EXIST:P=0.0,1.0
352571	paperref:256896	paperref:254862	|
364881	paperref:253623	paperref:255061	|	exists=NOTEXIST:P=1.0,0.0
359870	paperref:255900	paperref:253892	|
363735	paperref:253779	paperref:256589	|	exists=NOTEXIST:P=1.0,0.0
350568	paperref:257252	paperref:253948	|	exists=NOTEXIST:P=1.0,0.0
359968	paperref:254939	paperref:254753	|	exists=NOTEXIST:P=1.0,0.0
340689	paperref:256473	paperref:255053	|	exists=NOTEXIST:P=1.0,0.0
354047	paperref:257247	paperref:258151	|
339261	paperref:257596	paperref:253891	|
355877	paperref:253454	paperref:257999	|	exists=NOTEXIST:P=1.0,0.0
346976	paperref:255251	paperref:255918	|	exists=NOTEXIST:P=1.0,0.0
369820	paperref:257182	paperref:258672	|	exists=NOTEXIST:P=1.0,0.0
360211	paperref:253995	paperref:253891	|
360841	paperref:255864	paperref:255863	|	exists=EXIST:P=0.0,1.0
343937	paperref:258953	paperref:254304	|	exists=NOTEXIST:P=1.0,0.0
337400	paperref:256592	paperref:254600	|
376781	paperref:258297	paperref:253485	|
363964	paperref:255066	paperref:255788	|	exists=NOTEXIST:P=1.0,0.0
361920	paperref:255641	paperref:255906	|	exists=NOTEXIST:P=1.0,0.0
350673	paperref:253948	paperref:253877	|	exists=NOTEXIST:P=1.0,0.0
373029	paperref:257218	paperref:257603	|	exists=NOTEXIST:P=1.0,0.0
345291	paperref:256968	paperref:254482	|	exists=NOTEXIST:P=1.0,0.0
337981	paperref:256354	paperref:257371	|	exists=NOTEXIST:P=1.0,0.0
377196	paperref:257887	paperref:254751	|	exists=NOTEXIST:P=1.0,0.0
357804	paperref:255291	paperref:253554	|
358179	paperref:254278	paperref:253789	|
356459	paperref:254338	paperref:254647	|	exists=NOTEXIST:P=1.0,0.0
359466	paperref:257883	paperref:257252	|	exists=NOTEXIST:P=1.0,0.0
372874	paperref:257604	paperref:257217	|	exists=NOTEXIST:P=1.0,0.0
358802	paperref:253845	paperref:257010	|	exists=NOTEXIST:P=1.0,0.0
351908	paperref:253949	paperref:254879	|
349506	paperref:255729	paperref:256186	|	exists=NOTEXIST:P=1.0,0.0
378275	paperref:256848	paperref:254752	|	exists=NOTEXIST:P=1.0,0.0
357571	paperref:255663	paperref:257840	|	exists=NOTEXIST:P=1.0,0.0
370621	paperref:254392	paperref:254391	|
379458	paperref:258674	paperref:258676	|	exists=EXIST:P=0.0,1.0
378828	paperref:256054	paperref:253845	|
371902	paperref:257601	paperref:256770	|	exists=NOTEXIST:P=1.0,0.0
352185	paperref:256682	paperref:256678	|	exists=EXIST:P=0.0,1.0
377434	paperref:254151	paperref:257200	|	exists=NOTEXIST:P=1.0,0.0
339583	paperref:255056	paperref:258132	|	exists=NOTEXIST:P=1.0,0.0
339777	paperref:256038	paperref:253805	|	exists=NOTEXIST:P=1.0,0.0
352463	paperref:256895	paperref:257738	|	exists=NOTEXIST:P=1.0,0.0
331707	paperref:256768	paperref:258571	|	exists=NOTEXIST:P=1.0,0.0
354064	paperref:257521	paperref:257520	|
365227	paperref:253927	paperref:257325	|
374717	paperref:257190	paperref:255538	|	exists=NOTEXIST:P=1.0,0.0
360897	paperref:257250	paperref:253997	|
337116	paperref:254836	paperref:257181	|
365479	paperref:258003	paperref:255919	|
333118	paperref:257593	paperref:257256	|	exists=NOTEXIST:P=1.0,0.0
342035	paperref:254465	paperref:254178	|	exists=NOTEXIST:P=1.0,0.0
376466	paperref:255975	paperref:254166	|	exists=NOTEXIST:P=1.0,0.0
363037	paperref:257511	paperref:257197	|	exists=NOTEXIST:P=1.0,0.0
364175	paperref:256010	paperref:256336	|
334555	paperref:256592	paperref:253952	|
372236	paperref:254892	paperref:254893	|	exists=EXIST:P=0.0,1.0
332275	paperref:256769	paperref:257223	|	exists=NOTEXIST:P=1.0,0.0
358353	paperref:255071	paperref:254169	|	exists=NOTEXIST:P=1.0,0.0
352569	paperref:254330	paperref:256896	|	exists=NOTEXIST:P=1.0,0.0
360242	paperref:253891	paperref:257885	|
373684	paperref:254748	paperref:257186	|
345128	paperref:253945	paperref:254406	|	exists=NOTEXIST:P=1.0,0.0
333775	paperref:257592	paperref:256454	|	exists=NOTEXIST:P=1.0,0.0
376714	paperref:254517	paperref:254520	|
336006	paperref:257599	paperref:257221	|	exists=NOTEXIST:P=1.0,0.0
365792	paperref:254880	paperref:256595	|	exists=NOTEXIST:P=1.0,0.0
355719	paperref:257845	paperref:257843	|	exists=EXIST:P=0.0,1.0
353752	paperref:254329	paperref:257739	|	exists=NOTEXIST:P=1.0,0.0
379272	paperref:255527	paperref:256597	|
346273	paperref:256750	paperref:257193	|	exists=NOTEXIST:P=1.0,0.0
359423	paperref:257252	paperref:253992	|	exists=NOTEXIST:P=1.0,0.0
343712	paperref:258952	paperref:256597	|	exists=NOTEXIST:P=1.0,0.0
362146	paperref:256034	paperref:257255	|	exists=NOTEXIST:P=1.0,0.0
334180	paperref:257707	paperref:256389	|	exists=NOTEXIST:P=1.0,0.0
357858	paperref:253588	paperref:256738	|	exists=NOTEXIST:P=1.0,0.0
375515	paperref:254965	paperref:255212	|	exists=NOTEXIST:P=1.0,0.0
359179	paperref:257516	paperref:256037	|	exists=NOTEXIST:P=1.0,0.0
341319	paperref:258102	paperref:258810	|	exists=NOTEXIST:P=1.0,0.0
374157	paperref:257194	paperref:257199	|	exists=EXIST:P=0.0,1.0
366945	paperref:257903	paperref:254645	|	exists=NOTEXIST:P=1.0,0.0
364002	paperref:258094	paperref:258104	|
377992	paperref:254674	paperref:254677	|	exists=EXIST:P=0.0,1.0
352878	paperref:255873	paperref:255874	|	exists=EXIST:P=0.0,1.0
366339	paperref:254647	paperref:256590	|	exists=NOTEXIST:P=1.0,0.0
334994	paperref:258141	paperref:253953	|	exists=NOTEXIST:P=1.0,0.0
346133	paperref:253941	paperref:253938	|	exists=EXIST:P=0.0,1.0
370999	paperref:256825	paperref:256824	|	exists=EXIST:P=0.0,1.0
344573	paperref:258950	paperref:253948	|
360806	paperref:257188	paperref:257518	|
339894	paperref:255411	paperref:255410	|	exists=EXIST:P=0.0,1.0
358926	paperref:257188	paperref:253999	|	exists=NOTEXIST:P=1.0,0.0
352835	paperref:254481	paperref:258627	|
372300	paperref:257985	paperref:257316	|	exists=NOTEXIST:P=1.0,0.0
367137	paperref:255099	paperref:254002	|	exists=NOTEXIST:P=1.0,0.0
345038	paperref:253945	paperref:254598	|
364152	paperref:255065	paperref:255788	|	exists=NOTEXIST:P=1.0,0.0
378545	paperref:253845	paperref:255315	|	exists=NOTEXIST:P=1.0,0.0
369848	paperref:255166	paperref:255165	|	exists=EXIST:P=0.0,1.0
335992	paperref:257599	paperref:257606	|	exists=EXIST:P=0.0,1.0
368527	paperref:257178	paperref:258675	|	exists=NOTEXIST:P=1.0,0.0
333762	paperref:255099	paperref:257592	|	exists=NOTEXIST:P=1.0,0.0
332089	paperref:257890	paperref:257591	|	exists=NOTEXIST:P=1.0,0.0
355847	paperref:255118	paperref:255274	|	exists=NOTEXIST:P=1.0,0.0
358684	paperref:255228	paperref:257604	|	exists=NOTEXIST:P=1.0,0.0
364708	paperref:254343	paperref:254114	|	exists=NOTEXIST:P=1.0,0.0
338337	paperref:256363	paperref:254626	|	exists=NOTEXIST:P=1.0,0.0
364548	paperref:254113	paperref:257180	|
348894	paperref:255727	paperref:254183	|	exists=NOTEXIST:P=1.0,0.0
340199	paperref:253803	paperref:258131	|	exists=NOTEXIST:P=1.0,0.0
363236	paperref:254344	paperref:257200	|	exists=NOTEXIST:P=1.0,0.0
373716	paperref:254000	paperref:257186	|	exists=NOTEXIST:P=1.0,0.0
365384	paperref:254343	paperref:254883	|	exists=NOTEXIST:P=1.0,0.0
378553	paperref:258930	paperref:258929	|	exists=EXIST:P=0.0,1.0
366384	paperref:257342	paperref:255677	|	exists=NOTEXIST:P=1.0,0.0
357663	paperref:255110	paperref:258916	|	exists=NOTEXIST:P=1.0,0.0
353613	paperref:257947	paperref:257181	|	exists=NOTEXIST:P=1.0,0.0
344393	paperref:258616	paperref:253418	|	exists=NOTEXIST:P=1.0,0.0
368583	paperref:253351	paperref:257788	|
352080	paperref:256034	paperref:255367	|	exists=NOTEXIST:P=1.0,0.0
333159	paperref:255102	paperref:257593	|	exists=NOTEXIST:P=1.0,0.0
357379	paperref:253819	paperref:257093	|
376505	paperref:256277	paperref:254519	|	exists=NOTEXIST:P=1.0,0.0
355827	paperref:253845	paperref:254485	|
374091	paperref:258002	paperref:258205	|
343278	paperref:253898	paperref:255375	|
365865	paperref:254649	paperref:254535	|	exists=NOTEXIST:P=1.0,0.0
335776	paperref:253951	paperref:254400	|	exists=NOTEXIST:P=1.0,0.0
366812	paperref:254749	paperref:254290	|
343088	paperref:253776	paperref:253958	|	exists=NOTEXIST:P=1.0,0.0
376216	paperref:255262	paperref:255260	|	exists=EXIST:P=0.0,1.0
346948	paperref:255251	paperref:256234	|
353384	paperref:257190	paperref:257946	|	exists=NOTEXIST:P=1.0,0.0
366836	paperref:255456	paperref:255459	|	exists=EXIST:P=0.0,1.0
364575	paperref:257966	paperref:254740	|	exists=NOTEXIST:P=1.0,0.0
353834	paperref:257623	paperref:256117	|	exists=NOTEXIST:P=1.0,0.0
336110	paperref:257599	paperref:253946	|	exists=NOTEXIST:P=1.0,0.0
364032	paperref:254880	paperref:253777	|	exists=NOTEXIST:P=1.0,0.0
339370	paperref:257596	paperref:255900	|	exists=NOTEXIST:P=1.0,0.0
356860	paperref:257177	paperref:258328	|	exists=NOTEXIST:P=1.0,0.0
375768	paperref:256386	paperref:255261	|	exists=NOTEXIST:P=1.0,0.0
359624	paperref:256731	paperref:256732	|	exists=EXIST:P=0.0,1.0
349113	paperref:255615	paperref:253622	|
334638	paperref:256765	paperref:257220	|	exists=NOTEXIST:P=1.0,0.0
359239	paperref:253845	paperref:257516	|
338237	paperref:253800	paperref:253892	|	exists=NOTEXIST:P=1.0,0.0
364519	paperref:256792	paperref:253815	|	exists=NOTEXIST:P=1.0,0.0
363542	paperref:256588	paperref:254677	|	exists=NOTEXIST:P=1.0,0.0
370854	paperref:257609	paperref:254514	|	exists=NOTEXIST:P=1.0,0.0
366424	paperref:253427	paperref:258578	|	exists=NOTEXIST:P=1.0,0.0
335881	paperref:253951	paperref:253949	|	exists=EXIST:P=0.0,1.0
359752	paperref:257195	paperref:257253	|	exists=NOTEXIST:P=1.0,0.0
359324	paperref:253998	paperref:257256	|
361426	paperref:255646	paperref:257609	|	exists=NOTEXIST:P=1.0,0.0
376966	paperref:256421	paperref:256545	|	exists=NOTEXIST:P=1.0,0.0
376929	paperref:253730	paperref:253729	|	exists=EXIST:P=0.0,1.0
359145	paperref:256431	paperref:258743	|
375390	paperref:257418	paperref:257206	|	exists=NOTEXIST:P=1.0,0.0
361468	paperref:257766	paperref:256806	|	exists=NOTEXIST:P=1.0,0.0
344083	paperref:256040	paperref:257451	|	exists=NOTEXIST:P=1.0,0.0
354098	paperref:258738	paperref:253453	|	exists=NOTEXIST:P=1.0,0.0
372447	paperref:254893	paperref:254677	|	exists=NOTEXIST:P=1.0,0.0
365527	paperref:257177	paperref:254107	|	exists=NOTEXIST:P=1.0,0.0
338225	paperref:257887	paperref:253800	|	exists=NOTEXIST:P=1.0,0.0
343862	paperref:258617	paperref:257255	|	exists=NOTEXIST:P=1.0,0.0
354138	paperref:254328	paperref:257058	|	exists=NOTEXIST:P=1.0,0.0
367252	paperref:257188	paperref:254304	|	exists=NOTEXIST:P=1.0,0.0
362607	paperref:254824	paperref:254821	|
342873	paperref:253897	paperref:257197	|
340382	paperref:256038	paperref:253802	|	exists=NOTEXIST:P=1.0,0.0
342275	paperref:254466	paperref:255776	|	exists=NOTEXIST:P=1.0,0.0
376112	paperref:257316	paperref:257323	|	exists=EXIST:P=0.0,1.0
374570	paperref:258146	paperref:257197	|	exists=NOTEXIST:P=1.0,0.0
356714	paperref:253828	paperref:256592	|	exists=NOTEXIST:P=1.0,0.0
372709	paperref:258150	paperref:256037	|	exists=NOTEXIST:P=1.0,0.0
366157	paperref:254972	paperref:254648	|	exists=NOTEXIST:P=1.0,0.0
349569	paperref:255729	paperref:258570	|	exists=NOTEXIST:P=1.0,0.0
350761	paperref:253946	paperref:257606	|	exists=NOTEXIST:P=1.0,0.0
337876	paperref:253896	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
378884	paperref:258353	paperref:258354	|	exists=EXIST:P=0.0,1.0
357648	paperref:258240	paperref:258245	|
353634	paperref:257947	paperref:257198	|	exists=NOTEXIST:P=1.0,0.0
346739	paperref:253459	paperref:254523	|	exists=NOTEXIST:P=1.0,0.0
333916	paperref:254986	paperref:257220	|	exists=NOTEXIST:P=1.0,0.0
366622	paperref:254646	paperref:256771	|	exists=NOTEXIST:P=1.0,0.0
347773	paperref:256747	paperref:253461	|	exists=NOTEXIST:P=1.0,0.0
369962	paperref:257183	paperref:256845	|	exists=NOTEXIST:P=1.0,0.0
354988	paperref:257601	paperref:257015	|	exists=NOTEXIST:P=1.0,0.0
369373	paperref:255536	paperref:257184	|
341817	paperref:258050	paperref:256293	|	exists=NOTEXIST:P=1.0,0.0
348808	paperref:254478	paperref:255616	|	exists=NOTEXIST:P=1.0,0.0
352277	paperref:258543	paperref:257086	|
335671	paperref:257086	paperref:257377	|	exists=NOTEXIST:P=1.0,0.0
359640	paperref:257178	paperref:257517	|	exists=NOTEXIST:P=1.0,0.0
365797	paperref:254880	paperref:256597	|	exists=NOTEXIST:P=1.0,0.0
377738	paperref:258789	paperref:254741	|	exists=NOTEXIST:P=1.0,0.0
341587	paperref:257715	paperref:256036	|	exists=NOTEXIST:P=1.0,0.0
361664	paperref:258711	paperref:257959	|	exists=NOTEXIST:P=1.0,0.0
369422	paperref:256475	paperref:256472	|	exists=EXIST:P=0.0,1.0
372259	paperref:254892	paperref:255906	|	exists=NOTEXIST:P=1.0,0.0
363366	paperref:253653	paperref:253656	|	exists=EXIST:P=0.0,1.0
345285	paperref:256968	paperref:254483	|	exists=NOTEXIST:P=1.0,0.0
336369	paperref:254601	paperref:254598	|	exists=EXIST:P=0.0,1.0
349897	paperref:257889	paperref:255103	|	exists=NOTEXIST:P=1.0,0.0
338489	paperref:257226	paperref:254674	|	exists=NOTEXIST:P=1.0,0.0
